AE7;Iraq;;;;;;;;;;x;;;
AE7_ADJ;Iraq;;;;;;;;;;x;;;
AE7_absolute_monarchy;Baghdad Emirate;;;;;;;;;;x;;;
AE7_proletarian_dictatorship;Arab Republic;;;;;;;;;;x;;;
AE7_presidential_dictatorship;Arab Republic;;;;;;;;;;x;;;
AE7_fascist_dictatorship;Arab Republic;;;;;;;;;;x;;;
AE7_bourgeois_dictatorship;Iraq;;;;;;;;;;x;;;
AE8;Bijapur;;;;;;;;;;x;;;
AE8_ADJ;Bijapuri;;;;;;;;;;x;;;
AE9;Manipur;;;;;;;;;;x;;;
AE9_ADJ;Manipuri;;;;;;;;;;x;;;
AD4;Zuwawi Emirate;;;;;;;;;;;;;x
AD4_ADJ;Zuwawi;;;;;;;;;;;;;x
AH9;Hazaria;;;;;;;;;;x;;;
AH9_absolute_monarchy;Ghazi;;;;;;;;;;x;;;
AH9_proletarian_dictatorship;Hazari Commune;;;;;;;;;;x;;;
AH9_presidential_dictatorship;Hazaria;;;;;;;;;;x;;;
AH9_fascist_dictatorship;Hazaria;;;;;;;;;;x;;;
AE3_absolute_monarchy;Wilayah Timbukt;;;;;;;;;;x;;;
BOL_absolute_monarchy;Charca Empire;;;;;;;;;;x;;;
BOL_presidential_dictatorship;South Andean Republic;;;;;;;;;;x;;;
JAM_absolute_monarchy;Hishami Sultanate;;;;;;;;;;x;;;
JAM_proletarian_dictatorship;Yanubi Democratic Republic;;;;;;;;;;x;;;
JAM_presidential_dictatorship;Yanubi Republic;;;;;;;;;;x;;;
JAM_fascist_dictatorship;Gharbian Empire;;;;;;;;;;x;;;
ETH_absolute_monarchy;Ethiopian Empire;;;;;;;;;;x;;;
X11_conservative;Conservative Party;;;;;;;;;;;;;x
X11_liberal;Liberal Party;;;;;;;;;;;;;x
X11_reactionary;Nationalist Party;;;;;;;;;;;;;x
X11_socialist;Socialist Party;;;;;;;;;;;;;x
X11_communist;Communist Party;;;;;;;;;;;;;x
X11_anarcho_liberal;Radical Party;;;;;;;;;;;;;x
X11_fascist;Fascist Party;;;;;;;;;;;;;x
X11_conservative_2;New Conservative Party;;;;;;;;;;;;;x
X11_liberal_2;Reformed Liberal Party;;;;;;;;;;;;;x
X11_reactionary_2;Traditionalist Party;;;;;;;;;;;;;x
X11_conservative_3;Status Quo Party;;;;;;;;;;;;;x
X11_liberal_3;Progressive Party;;;;;;;;;;;;;x
X11_reactionary_3;Party of National Unity;;;;;;;;;;;;;x
AD5;Armenia;;;;;;;;;;;;;x
AD5_ADJ;Armenian;;;;;;;;;;;;;x
AD5_absolute_monarchy;Vakhtani Caliphate;;;;;;;;;;x;;;
AD5_proletarian_dictatorship;Anatolian Union;;;;;;;;;;x;;;
AD5_presidential_dictatorship;Anatolian Republic;;;;;;;;;;x;;;
AD5_fascist_dictatorship;Great Armenia;;;;;;;;;;x;;;
AD6;Khwarezm;;;;;;;;;;;;;x
AD6_ADJ;Khwarezmian;;;;;;;;;;;;;x
AD6_absolute_monarchy;Khwarezm;;;;;;;;;;x;;;
AD6_proletarian_dictatorship;Iran;;;;;;;;;;x;;;
AD6_fascist_dictatorship;Iran;;;;;;;;;;x;;;
AD7;Pueblo;;;;;;;;;;;;;x
AD7_ADJ;Pueblo;;;;;;;;;;;;;x
AF1_absolute_monarchy;Hsenwi;;;;;;;;;;x;;;
AF1_proletarian_dictatorship;Great Burma;;;;;;;;;;x;;;
AF1_presidential_dictatorship;Great Burma;;;;;;;;;;x;;;
AF1_fascist_dictatorship;Great Burma;;;;;;;;;;x;;;
AF1_bourgeois_dictatorship;Great Burma;;;;;;;;;;x;;;
AF2;Nogai;;;;;;;;;;x;;;
AF2_ADJ;Nogai;;;;;;;;;;x;;;
AF2_absolute_monarchy;Nogai Khanate;;;;;;;;;;x;;;
PUE_conservative;Conservative Party;;;;;;;;;;;;;x
PUE_liberal;Liberal Party;;;;;;;;;;;;;x
PUE_reactionary;National Party;;;;;;;;;;;;;x
PUE_socialist;Socialist Party;;;;;;;;;;;;;x
PUE_communist;Communist Party;;;;;;;;;;;;;x
PUE_anarcho_liberal;Radical Party;;;;;;;;;;;;;x
PUE_fascist;Fascist Party;;;;;;;;;;;;;x
AD8;Neimni Sund;;;;;;;;;;;;;x
AD8_ADJ;Neimni Sund;;;;;;;;;;;;;x
AD9;Anbaila;;;;;;;;;;;;;x
AD9_ADJ;Anbailan;;;;;;;;;;;;;x
AE1;New England;;;;;;;;;;;;;x
AE1_ADJ;New England;;;;;;;;;;;;;x
AE2;Juzur Qarbiya;;;;;;;;;;x;;;
AE2_ADJ;Qarbiyan;;;;;;;;;;x;;;
AE3;Timbuktu;;;;;;;;;;;;;x
AE3_ADJ;Timbuktu;;;;;;;;;;;;;x
AE4_absolute_monarchy;Pate Emirate;;;;;;;;;;x;;;
AE4;Pate;;;;;;;;;;x;;;
AE4_ADJ;Pate;;;;;;;;;;x;;;
AE5;Abyssinia;;;;;;;;;;x;;;
AE5_ADJ;Abyssinian;;;;;;;;;;x;;;
AE6;Republic of Suqutra;;;;;;;;;;;;;x
AE6_ADJ;Suqutra;;;;;;;;;;;;;x
AF1;Hsenwi;;;;;;;;;;x;;;
AF1_ADJ;Hsenwi;;;;;;;;;;x;;;
IRQ;Vali;;;;;;;;;;x;;;
IRQ_ADJ;Vali;;;;;;;;;;x;;;
IRQ_absolute_monarchy;Vali Emirate;;;;;;;;;;x;;;
IRQ_democracy;Kurdistan;;;;;;;;;;x;;;
IRQ_proletarian_dictatorship;Kurdistan;;;;;;;;;;x;;;
IRQ_presidential_dictatorship;Kurdistan;;;;;;;;;;x;;;
IRQ_fascist_dictatorship;Kurdish Union;;;;;;;;;;x;;;
IRQ_bourgeois_dictatorship;Kurdistan;;;;;;;;;;x;;;
YNN;Chang Sheng;;;;;;;;;;x;;;
YNN_ADJ;Chang Sheng;;;;;;;;;;x;;;
AF3;Kazakh;;;;;;;;;;x;;;
AF3_ADJ;Kazakh;;;;;;;;;;x;;;
AF3_absolute_monarchy;Kazakh Khanate;;;;;;;;;;x;;;
AF4;Mongolia;;;;;;;;;;x;;;
AF4_ADJ;Mongol;;;;;;;;;;x;;;
AF4_absolute_monarchy;Mongol Empire;;;;;;;;;;x;;;
AF5;Manchu;;;;;;;;;;x;;;
AF5_ADJ;Manchu;;;;;;;;;;x;;;
AF6;Red Turbans;;;;;;;;;;x;;;
AF6_ADJ;Red Turban;;;;;;;;;;x;;;
AF7;Qi;;;;;;;;;;x;;;
AF7_ADJ;Qi;;;;;;;;;;x;;;
AF8;Kara Del;;;;;;;;;;x;;;
AF8_ADJ;Kara Del;;;;;;;;;;x;;;
AF9;Wu;;;;;;;;;;x;;;
AF9_ADJ;Wu;;;;;;;;;;x;;;
AG1;Song;;;;;;;;;;x;;;
AG1_ADJ;Song;;;;;;;;;;x;;;
AG2;East Orissa;;;;;;;;;;x;;;
AG2_ADJ;East Orissan;;;;;;;;;;x;;;
AG2_absolute_monarchy;Cedi Clique;;;;;;;;;;x;;;
AG3;Lan Xang;;;;;;;;;;x;;;
AG3_ADJ;Lan Xang;;;;;;;;;;x;;;
AG4;Sui;;;;;;;;;;x;;;
AG4_ADJ;Sui;;;;;;;;;;x;;;
AG5;Makassar;;;;;;;;;;x;;;
AG5_ADJ;Makassari;;;;;;;;;;x;;;
AG6;East Frisia;;;;;;;;;;x;;;
AG6_ADJ;Frisian;;;;;;;;;;x;;;
AG7;Rhine Confederacy;;;;;;;;;;x;;;
AG7_ADJ;Rhinelander;;;;;;;;;;x;;;
AG8;Eastphalia;;;;;;;;;;x;;;
AG8_ADJ;Eastphalian;;;;;;;;;;x;;;
AG9;Brandenburg;;;;;;;;;;x;;;
AG9_ADJ;Brandenburgian;;;;;;;;;;x;;;
SUL_absolute_monarchy;Sulu Sultanate;;;;;;;;;;x;;;
EVT80000DESC;The Majlis al-Shura has met and, with the blessing of the Sultan, have decided upon a new Grand Vizier to lead their assembly. After serving as a diplomat through years of both harrowing war and fruitful peace, we are certain that this new prime minister has all the necessary skills to lead the Sultanate into an era of order and prosperity.;;;;;;;;;;;;;x
EVT80001DESC;With the passing of the previous Grand Vizier, the Majlis al-Shura have met once more to elect his successor, eventually deciding on an aging but brilliant politician famed for his constant drive for industrialisation. The Sultan has since confirmed his appointment, sure that he will help maintain Andalusia's position at the peak of the civilised world.;;;;;;;;;;;;;x
EVT80002DESC;The numberous aristocrats and hereditary peers of the Majlis have convened to choose a new Grand Vizier from amongst their ranks, and after several hours of heated argument and debate, the new prime minister is a surprisingly young but competent aristocrat. Having been educated in one of the most prestigious universities in the world, he has the tact and diplomatic skills to play off the many factions of the assembly against one another, so he is certainly a good fit for Grand Vizier.;;;;;;;;;;;;;x
EVT80003DESC;With the resignation of the previous Grand Vizier, the Majlis al-Shura have raised a popular figure to succeed him. A war hero famous for fighting in some of the bloodiest battles in past wars, he is a unifying figure in the Majlis and a renowned patriot amongst the lower classes, a rarity indeed. May he serve his sultan and sultanate well.;;;;;;;;;;;;;x
EVT80004DESC;With the support of the Sultan himself, one of the elderly and highly-conservative aristocrats of the Majlis has risen to become the Grand Vizier, first minister of the assembly. A stauch reactionist, it should be interesting to observe which route he shall guide the sultanate down during his tenure as Grand Vizier.;;;;;;;;;;;;;x
EVT80005DESC;Upon the rather untimely death of the Grand Vizier, the Majlis Assembly has again convened to decide on his successor. Divisions between the different factions have led to an unlikely candidate succeeding to the position, however: a former general, and one who didn't even see much action at that. A conservative and idealistic old man, he'll likely end up torn to shreds, nothing more than a pawn to the much better politicians that make up the Majlis.;;;;;;;;;;;;;x
EVT80006DESC;After meeting to decide on a new first minister, a former admiral comes out of the Majlis Assembly as its leader, confirmed to be the new Grand Vizier by the Sultan a couple days later. His tenure will likely see a strengthening of Andalusia's naval power, if his career on the seas is anything to judge by.;;;;;;;;;;;;;x
EVT80007DESC;In a sudden veer away from tradition, the Sultan has refused all the candidates for Grand Vizier suggested to him by the Majlis al-Shura, and instead appointed one of his... close companions to the prestigious position. Not only does this unorthodox choice have no experience in political matters, but foul rumours are constantly swirling around him and his family, turning the new prime minister into an infamous figure not just in the Majlis Assembly, but the entire capital!;;;;;;;;;;;;;x
EVT80008DESC;The new Grand Vizier chosen by the Majlis al-Shura is famous for his firmly-entrenched values, regarding tradition to be of the utmost priority. His tenure may well see a turning back of any recent reforms and developments, and a focus on further empowering the royal family.;;;;;;;;;;;;;x
EVT80009DESC;The Majlis al-Shura have gathered to elect a new Grand Vizier, and in a remarkably smooth process, a widely-renowned statesman has been risen to the position with little fanfare. The Sultan has already confirmed his appointment, certain that his incumbency will see Andalusia make great leaps in the global diplomatic game.;;;;;;;;;;;;;x
EVT80010DESC;With the long-awaited death of the previous Grand Vizier, the Majlis have once again flocked to their assembly halls to argue over who should succeed him. After several weeks of heated debate, a rather unexpected man has been appointed to the position: a famously quiet fellow, but also one of towering intellect. The back benches of the assembly hall are where he usually makes his home, so his years in the spotlight should prove to be very interesting indeed.;;;;;;;;;;;;;x
EVT80011DESC;The new head-of-government elected by the Majlis al-Shura is a renowned reformist, having already gone head to head with a number of notable viziers over their social and economic policies, so he obviously has many enemies in the assembly. A strong advocate for the gradual reformation and amendment of the country, this new Grand Vizier is not short of ambition or determination, but he will still have to navigate the treacherous waters that is the political landscape of Al Andalus is he's to emerge victorious - a task few are up to.;;;;;;;;;;;;;x
EVT80012DESC;Undoubtedly seeking to gain greater control over his assembly, the Sultan has appointed a close family member as Grand Vizier, placing the heavy responsibility of governing the entire empire on his shoulders. We do not yet know if this Jizrunid is up to the task, but the Sultan's word is final, and we'll have to make do with what we're given.;;;;;;;;;;;;;x
EVT80013DESC;According to the rumours, the latest Grand Vizier appointed by the Sultan was once his secretary! No doubt he is good with numbers, but administration and politics are not the same game, so he'll have to keep good advisors around him.;;;;;;;;;;;;;x
EVT80014DESC;After the Sultan abruptly fired his Grand Vizier, the Majlis al-Shura convened to suggest his replacement, and despite considerable opposition, they eventually decided on an ambitious and highly-idealistic visionary. The Sultan seemed pleased by the choice, as he authorised it within mere hours, though there are many in the Majlis still unpleased with their new prime minister.;;;;;;;;;;;;;x
EVT80015DESC;The Majlis al-Shura is more of a battlefield than an assembly hall, so it comes as no surprise that the ministers could not decide on a single competent candidate to become the new Grand Vizier. As a result, all factions were forced to settle for a rather simple-minded and easily-sculptable youngster, doomed to become one of the many pawns of the Majlis.;;;;;;;;;;;;;x
EVT80016DESC;After years of toiling his way up the ladder, a member of one of the oldest and richest noble families in Al Andalus has managed to gain the trust of the Sultan and the confidence of the Majlis, having been appointed to lead the assembly as its Grand Vizier.;;;;;;;;;;;;;x
EVT80017DESC;A self-made man from humble origins has recently been confirmed as Grand Vizier by the Majlis. Widely renowned for being a firm no-nonsense sort of man, the cogs that turn the Sultanate of Al Andalus will likely run much smoother during his tenure as first minister.;;;;;;;;;;;;;x
EVT80018DESC;Likely disappointed with the initial candidates put forward by the Majlis, the Sultan has appointed his own choice as Grand Vizier, a middle-aged man who's made an obscenely large fortune during his years in the industrial business. Whatever his background, he is a tactful and efficient politician, and should do well enough as Grand Vizier.;;;;;;;;;;;;;x
EVT80019DESC;The latest Grand Vizier appointed by the Sultan is a famous nationalist, a staunch believer that Al Andalus should strive to constantly reach out towards the sky, glowering down at lesser nations from the very apex of the world. He is regarded as something of a loon amongst the Majlis members, though he is a popular enough figure, and shouldn't do too badly as prime minister.;;;;;;;;;;;;;x
EVT80020DESC;The Grand Vizier has been assassinated! He was on his way to the Sultan's palaces, so as to bring him up to date on recent affairs in the Majlis, when he was brutally attacked in the streets of the capital itself, shot several times in the chest and gut before the culprit could be pinned to the floor. This sudden turn of events will very likely throw the Majlis into chaos...;;;;;;;;;;;;;x
become_saudi_arabia_title;Unite Arabia!;;;;;;;;;;;;;x
